id,title,description,status,priority,project_id,assignee_id,due_date,created_at,updated_at,updated_by
bebe7f4c-7e7b-4b7f-a641-4736eb7e344d,Discuss Westgate career paths,Add on-demand suggestions to each career path section with hyperlinks for the review.,todo,medium,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:59:25.977,2025-08-26 18:59:25.98976,2025-08-26 18:59:25.98976,
36c0ca66-5cb9-4e0d-9f11-5954dd4fa64b,Check water park training access,Confirm access and availability of devices for water park teams at River Ranch and the Lakes to utilize new training features.,todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 18:59:26.053,2025-08-26 18:59:26.066429,2025-08-26 18:59:26.066429,
6c713dd3-9571-462b-9e76-141ddafb472a,Check in with Michelle regarding water park access and devices,Confirm whether River Ranch and the lakes water park have received their access and devices.,todo,high,35f21648-246c-47ed-9350-f8f8ca1f1d1a,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:06.881,2025-08-26 23:20:06.89618,2025-08-26 23:20:06.89618,
0efd56c6-48c1-4ac1-ab62-9ef7fe3f5bae,Send Wow Loyalty screenshots to Joanna,Finalize and send Wow Loyalty screenshots to Joanna.,todo,high,35f21648-246c-47ed-9350-f8f8ca1f1d1a,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:06.958,2025-08-26 23:20:06.973823,2025-08-26 23:20:06.973823,
c1feaa84-bb3d-43e9-820a-f0ae568c7811,Launch 'Who Pays What' on 28th,"Prepare and distribute the 'Who Pays What' materials by the 28th, ahead of the national front office meeting on 29th.",todo,urgent,35f21648-246c-47ed-9350-f8f8ca1f1d1a,3003d931-a3da-497c-9879-4abc9eee2454,2023-09-28 00:00:00,2025-08-26 23:20:07.043393,2025-08-26 23:20:07.043393,
6bf8ba51-4dac-40b6-af00-582d1058918e,Contact Faith regarding trainer availability for training on 09/09,Confirm with Faith about the availability of trainers for the sessions starting on 09/09.,todo,high,35f21648-246c-47ed-9350-f8f8ca1f1d1a,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:07.106,2025-08-26 23:20:07.120373,2025-08-26 23:20:07.120373,
4e3e471f-141a-4589-b1f9-980876e52dac,Prepare Water Park training materials,Compile and finalize training materials for Water Park team by 09/08 and distribute accordingly.,todo,urgent,35f21648-246c-47ed-9350-f8f8ca1f1d1a,3003d931-a3da-497c-9879-4abc9eee2454,2023-09-08 00:00:00,2025-08-26 23:20:07.191497,2025-08-26 23:20:07.191497,
2c88827d-51d4-4495-9e3b-75ecd16048a7,Shift Corporate Partners to Thursday,Move the Corporate Partners event to Thursday to align with the gala and ensure a seamless flow from the event to the cocktail party and then to the award show.,todo,high,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.353,2025-08-26 23:20:34.368227,2025-08-26 23:20:34.368227,
dabfcd89-c512-4604-96da-79c0750af011,Plan Regional Dinners and Field Day,"Organize regional dinners and plan 'Field Day' activities to be held before the dinners, ensuring regions can compete for dinner location choices.",todo,medium,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.429,2025-08-26 23:20:34.443062,2025-08-26 23:20:34.443062,
5a8541ec-51ad-4775-a912-1c6eedbacf1e,Confirm Corporate Partners Presentation Setup,Ensure the availability of TVs with HDMI connections for corporate partners to use during their presentations.,todo,medium,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.5,2025-08-26 23:20:34.513894,2025-08-26 23:20:34.513894,
0b5aef57-1ea5-4c26-b9ff-7bcaebcf54de,Develop Sign-up System for GM Sessions,"Create a sign-up system for General Managers to choose which sessions they attend, ensuring all corporate partners have attendees and no GM gets duplicate content.",todo,high,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.572,2025-08-26 23:20:34.586217,2025-08-26 23:20:34.586217,
28303c25-29fd-4757-b15a-d6858c04ec88,Design and Distribute One-Page Documents for GM Sessions,"Create a single-page summary from each session to be distributed to GMs, ensuring consistent information dissemination.",todo,medium,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.649,2025-08-26 23:20:34.662469,2025-08-26 23:20:34.662469,
6dcc3da5-1fb2-4a9f-b518-f6cc5a7e894b,Coordinate Volunteer Event,"Organize an off-site volunteer event for team bonding, potentially at a children's hospital in Lake Nona.",todo,medium,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.734,2025-08-26 23:20:34.752472,2025-08-26 23:20:34.752472,
7f160b74-c03c-4127-90a2-04abdbb10ee1,Prepare Flight and Accommodation Logistics,"Gather flight itineraries and ensure accommodation logistics for attendees, including breakfast delivery for early departures.",todo,medium,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.813,2025-08-26 23:20:34.827456,2025-08-26 23:20:34.827456,
a4cd1f01-8756-4f93-8d15-a709b85caf87,Schedule Water Park Training,"Coordinate in-person and e-learning training for water park staff, focusing on user account setup and system access for River Ranch and the Lakes.",todo,high,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-09 00:00:00,2025-08-26 18:59:26.219697,2025-08-29 10:38:26.994,
86563cb2-eedc-413d-af48-e1b2429c4e2e,Launch 'Who Pays What' eLearning,Launch the 'Who Pays What' program with an elearning course and a five-question survey by 2023-09-28.,todo,urgent,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-29 00:00:00,2025-08-26 18:59:26.142119,2025-08-29 10:39:29.091,
313c4535-6c85-46dc-bdfd-613753f52dbc,Send well loyalty screenshots to Joanna,Ensure that the well loyalty screenshots are sent to Joanna for further action.,todo,urgent,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-06 00:00:00,2025-08-26 18:59:25.917243,2025-08-29 10:40:12.567,
5b404307-eada-406b-8c7d-4197175ffd05,Determine 'Fields Day' Schedule,"Identify the best day for 'Fields Day' activities in the schedule, along with informing attendees to bring athletic gear.",todo,medium,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.885,2025-08-26 23:20:34.898316,2025-08-26 23:20:34.898316,
c21c9ce2-26c4-48ef-966f-bcaa3d73c1f4,Finalize Awards for Gala,Review last year's awards list and determine which awards to include this year.,todo,high,44f659d2-ebe3-4647-ac21-8265cf3b6171,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-02 23:20:34.964,2025-08-26 23:20:34.977405,2025-08-26 23:20:34.977405,
420c57e3-13e1-4241-96cd-d4e5d54570b9,Launch Public Area Attendant Checklist,"Launch the checklist without further delay once approved by Kat, Aspen, and Michelle.",todo,urgent,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2023-11-01 00:00:00,2025-08-27 20:11:00.445611,2025-08-27 20:11:00.445611,
93efa1fb-dc2e-4708-9529-a842a6644998,Resolve ADP and Job Title Issues,Address and resolve the current issues with ADP and job titles to facilitate the launch of other checklists.,todo,high,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:00.502,2025-08-27 20:11:00.515212,2025-08-27 20:11:00.515212,
4d528ce3-0f89-4e0c-8a52-0ecfbff064ea,Finalize Chemical List for Brand Standard,Procurement needs to finalize the list of housekeeping chemicals to ensure brand standard across all properties.,todo,high,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:00.573,2025-08-27 20:11:00.585387,2025-08-27 20:11:00.585387,
66bc510b-b6be-468c-a419-23eb0f50d162,Send Public Area Checklist Copy,Forward the public area attendant checklist to the requestor for review.,todo,medium,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:00.641,2025-08-27 20:11:00.653803,2025-08-27 20:11:00.653803,
fcf30086-83b5-4d57-ba5c-9dda99c01809,Set Up Reporting Access for National Director,Enable reporting view for Richard to track completion and compliance of training across all properties.,todo,high,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:00.708,2025-08-27 20:11:00.721415,2025-08-27 20:11:00.721415,
2eac1f2f-4d6b-4a2c-ba47-eb4bafe45135,Inspect Bedbug Course Assignment,Check if Richard received the LMS bedbug course assignment and ensure functionality.,todo,medium,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:00.777,2025-08-27 20:11:00.789891,2025-08-27 20:11:00.789891,
c94f6c0d-e14b-4139-b77b-00a9b7680e02,Push Bedbug Course to Specific Properties,"Send the bedbug course to the specified properties (Lakes, Myrtle Beach, Cocoa Beach, Vegas) due to reported spikes.",todo,high,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:00.847,2025-08-27 20:11:00.86024,2025-08-27 20:11:00.86024,
a2a1e3ff-b26d-44bd-a110-161a52e1804c,Explore Contract Labor Tracking Methods,Investigate ways to ensure contract labor is meeting Westgate's training standards and reporting methods.,todo,high,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:00.915,2025-08-27 20:11:00.928339,2025-08-27 20:11:00.928339,
41e9c980-ccb3-492f-8f68-c345762a98ee,Set Regular Training Cadence for Bedbug Course,Change the training assignment for the Bedbug course to occur every six months.,todo,medium,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:00.982,2025-08-27 20:11:00.995445,2025-08-27 20:11:00.995445,
4c780794-577b-43d6-bf52-e2f15b3b52ee,Launch the public area attendant checklist,"Launch the public area attendant checklist working with Kat, Aspen, and Michelle. Ensure to update when ADP and job title issues are resolved to launch other checklists.",todo,high,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2023-11-01 00:00:00,2025-08-27 20:11:12.603836,2025-08-27 20:11:12.603836,
60618bfd-f2a8-4daa-b086-88cc75b9ae8a,Forward public area checklist,Forward the public area checklist to the unnamed requester who hasn't yet seen it.,todo,medium,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:12.658,2025-08-27 20:11:12.670389,2025-08-27 20:11:12.670389,
b2a2813f-f2da-4d5f-a3b0-7be6b9d1828c,Finalize chemical list for housekeeping,"Procurement to finalize a standard list of housekeeping chemicals to ensure brand standards across all properties, including resolving issues with west coast properties like Vegas.",todo,high,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:12.725,2025-08-27 20:11:12.738251,2025-08-27 20:11:12.738251,
0fa4b81b-45b0-4ddb-9073-a2d9244a800a,Obtain and review Ecolab training videos,Look into getting access to Ecolab’s available training videos to potentially integrate them into the current training systems and ensure consistent chemical training.,todo,medium,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:12.793,2025-08-27 20:11:12.804479,2025-08-27 20:11:12.804479,
ea4f947d-5644-4a02-9c38-b859808272e0,Review and possibly update bedbug training courses,Review the existing e-learning bedbug training course in the LMS and consider reassigning it every six months to address recent spikes in incidents.,todo,urgent,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:12.86,2025-08-27 20:11:12.872124,2025-08-27 20:11:12.872124,
80bccd3d-27ff-46e3-9912-36de581edcde,Assign housekeeping checklist to Richard,Assign the housekeeping checklists to Richard for review and end-user experience feedback.,todo,medium,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2023-10-20 00:00:00,2025-08-27 20:11:12.949253,2025-08-27 20:11:12.949253,
a7d6af18-594a-473a-8de8-f066ec6e0423,Organize training session with Alex,Schedule a session with Alex to go through the LMS system to understand checklist review functionalities and reporting.,todo,medium,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2023-10-25 00:00:00,2025-08-27 20:11:13.016987,2025-08-27 20:11:13.016987,
c1e39356-964a-4ee2-8118-9ceddd56f375,Explore options for contract labor training tracking,"Investigate creative solutions for tracking training compliance for contract laborers, potentially using hot sauce devices or other methods.",todo,medium,2f074cff-7428-4148-b047-1a9364b6ab92,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-03 20:11:13.072,2025-08-27 20:11:13.084629,2025-08-27 20:11:13.084629,
bfae91a5-e355-4287-8bcc-b44510440ac0,Prepare leadership training session,Create a leadership training session for resort managers that includes both a presentation on available leadership training and a work session involving leadership competencies.,todo,high,f699c1ed-b8c1-404b-a919-b1ce58ead194,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-04 14:52:49.251,2025-08-28 14:52:49.264186,2025-08-28 14:52:49.264186,
cae2792c-646e-4c79-9584-9012de4794c1,Send list of questions to participant,Format and send the list of questions from managers to the participant by the first of the week.,todo,high,f699c1ed-b8c1-404b-a919-b1ce58ead194,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-04 14:52:49.327,2025-08-28 14:52:49.338806,2025-08-28 14:52:49.338806,
5425ded8-133e-45de-ad6d-891280cb2a4d,Provide feedback on specific mediating challenge,Send details about the manager's challenge with mediating between staff to the participant for inclusion in the training.,todo,medium,f699c1ed-b8c1-404b-a919-b1ce58ead194,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-04 14:52:49.396,2025-08-28 14:52:49.409075,2025-08-28 14:52:49.409075,
24ccb097-8d4e-420a-95f7-c850d326afe3,Discuss leadership training agenda,Share thoughts on the session layout with Loris and receive feedback to tailor the session for resort managers.,todo,medium,f699c1ed-b8c1-404b-a919-b1ce58ead194,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-04 14:52:49.466,2025-08-28 14:52:49.47841,2025-08-28 14:52:49.47841,
90b889d2-f8a0-4f7b-93d5-eb3ff3ab1924,Compile email for conference activities,"Prepare and send an email detailing the beach games, dinner, and city tour activities for the upcoming conference.",todo,medium,f699c1ed-b8c1-404b-a919-b1ce58ead194,3003d931-a3da-497c-9879-4abc9eee2454,2023-11-27 00:00:00,2025-08-28 14:52:49.554865,2025-08-28 14:52:49.554865,
d0cb10b4-124d-4ab9-a95d-1784987acff5,Finalize conference agenda,"Complete and distribute the agenda for the upcoming conference, ensuring all details are clear and attendees are informed.",todo,high,f699c1ed-b8c1-404b-a919-b1ce58ead194,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-04 14:52:49.612,2025-08-28 14:52:49.623579,2025-08-28 14:52:49.623579,
18d3eb13-97de-4722-8d98-aa2659760f38,Find Certificates,,completed,urgent,b8c05b22-a498-458f-8cf4-6d7a14e0a6b0,,2025-08-29 00:00:00,2025-08-28 12:49:21.225163,2025-08-28 20:37:25.051,
8e7f728e-6810-4cb0-9021-4ba7950fe684,Plan travel for visiting properties,"Determine travel itinerary for visiting properties including Williamsburg, Myrtle Beach, Branson Woods, and Tennessee before mid-November.",todo,high,963e94b0-4249-438a-922f-fb7e62c60950,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-02 00:00:00,2025-08-26 18:44:39.247534,2025-08-29 10:07:10.27,
68b66ddd-5db4-45f9-9d41-76fbaf1021fb,Coordinate On-Site Training for Water Park Feature,Schedule on-site training for the water park feature at River Ranch and the Lakes. Confirm attendees and handle any system-related queries from the water park team.,todo,urgent,cfb03b37-5c48-4cae-8573-1bd359894dd4,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-08 00:00:00,2025-08-26 18:55:18.578245,2025-08-29 10:46:32.257,
7d417c60-8306-4fb2-9ff1-ae7a7987d620,Fix default view and icon issues,Resolve issues with the default view and specific icon in the system. Ensure these elements function as intended.,todo,high,b4e4205a-9323-4eba-94cd-5cff848078dc,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 18:50:39.925347,2025-08-29 18:50:39.925347,
eabaf8fb-3d40-4de8-b729-d2eef360975f,Save document in secure location,Save the document in a secure location in SharePoint under 'guest services' or 'market analysis' ensuring it is accessible only to Rob and Lisa.,completed,medium,5e32415a-f348-4099-8c8d-50a9b98a347a,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 15:02:25.257049,2025-08-29 15:17:22.164,
7cf8be84-1a24-4307-a443-5db3bd5bac03,Confirm eligibility for merit increase,Review Wage Adjustment calculations to confirm which employees are eligible for a merit increase and ensure it is calculated as 3% only on the base rate.,completed,high,5e32415a-f348-4099-8c8d-50a9b98a347a,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 15:02:25.091916,2025-08-29 15:17:46.214,
414e6c13-fd05-4ac7-b150-a12fc2395303,Change golf cart position to Bell Services,Change the position from 'golf cart' to 'Bell Services' in the document due to a previous typo.,completed,medium,5e32415a-f348-4099-8c8d-50a9b98a347a,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 15:02:25.010609,2025-08-29 15:17:50.522,
f6d5f9c0-5bbc-4702-bb1f-fbabb97f0b7e,Review wage adjustment spreadsheet,Examine the attached spreadsheet to agree or disagree with the market wage adjustment calculations. Verify if the 3% merit increase criteria are correctly applied and respond by September 5th.,completed,high,5e32415a-f348-4099-8c8d-50a9b98a347a,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 13:18:38.574271,2025-08-29 15:20:24.051,
111fcbc9-a715-4466-a2f7-e037e4f92c0f,Discuss union employee wage adjustments with Stacy,Talk to Stacy to clarify whether union employees in Villas and Resort Services should receive the market wage adjustments.,completed,high,5e32415a-f348-4099-8c8d-50a9b98a347a,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 13:18:38.712542,2025-08-29 15:20:29.785,
cbba72a2-4dbf-4e37-8d01-12a42456b1ba,Fix icon color for released holds,Ensure the icon is blue for released holds and gray for no released holds.,todo,high,4ac1b9cc-6e43-49ba-bd9c-15d73eb5b707,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-05 00:00:00,2025-08-29 18:38:13.49483,2025-08-29 18:38:13.49483,
f67d66de-b47f-4761-9249-6348a05bcc7e,Complete testing for new changes,Conduct testing for new holds container and receipt functionality to ensure stability and accuracy before release.,todo,high,4ac1b9cc-6e43-49ba-bd9c-15d73eb5b707,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-05 00:00:00,2025-08-29 18:38:13.567149,2025-08-29 18:38:13.567149,
0704ff0a-f368-435d-aeec-6346b8ca8da9,Prepare release for changes,"Coordinate and prepare for the release of changes on September 17, including confirming testing is complete.",todo,high,4ac1b9cc-6e43-49ba-bd9c-15d73eb5b707,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-17 00:00:00,2025-08-29 18:38:13.636477,2025-08-29 18:38:13.636477,
dab11ddb-a97f-4e70-b1dd-4df9bd4632c4,Schedule call with reservation team and LOSI,Set up a call to discuss source and origin restrictions and booking rules for front desk agents.,todo,medium,4ac1b9cc-6e43-49ba-bd9c-15d73eb5b707,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-05 00:00:00,2025-08-29 18:38:13.707692,2025-08-29 18:38:13.707692,
8a311ff7-5b03-44c8-ae8a-3efe242f5974,Conduct observations in functional areas,"Plan and execute observations in the next two weeks to assess current practices, especially at water park and villas.",todo,medium,4ac1b9cc-6e43-49ba-bd9c-15d73eb5b707,3003d931-a3da-497c-9879-4abc9eee2454,2025-09-12 00:00:00,2025-08-29 18:38:13.777299,2025-08-29 18:38:13.777299,
454baebb-e4f4-4c19-9ced-c2542308b553,Conduct thorough testing of the new receipt system,Perform comprehensive testing on the new receipt system following recent development changes. Focus on ensuring the receipt's accuracy and functionality.,todo,urgent,b4e4205a-9323-4eba-94cd-5cff848078dc,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 18:50:39.997671,2025-08-29 18:50:39.997671,
71527a85-7d9a-4aa2-be89-c4868afee50b,Prepare for release on September 17th,"Coordinate efforts to prepare for the software release scheduled for September 17th, contingent on successful testing and no major changes needed.",todo,medium,b4e4205a-9323-4eba-94cd-5cff848078dc,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-17 00:00:00,2025-08-29 18:50:40.067285,2025-08-29 18:50:40.067285,
f9558fbf-5449-427f-9537-676fba9fac05,Post Power Automate flow walkthrough on LinkedIn,"Share a detailed post on LinkedIn about the Power Automate flow with the recurring profile trigger, including screenshots and explanations. Share draft with meeting participants before posting.",todo,medium,cbe54c49-ef5f-4bd8-bfbe-8e6e3e4407f8,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-04 00:00:00,2025-08-29 20:08:53.24589,2025-08-29 20:08:53.24589,
5ecddef6-a5f8-4fcb-bcf0-b89c391582af,Set up demonstration of Power Automate flow,"Coordinate with meeting participants to demonstrate the Power Automate flow setup on their side, focusing on integrating updates from SharePoint to Teams.",todo,high,cbe54c49-ef5f-4bd8-bfbe-8e6e3e4407f8,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-04 00:00:00,2025-08-29 20:08:53.315657,2025-08-29 20:08:53.315657,
0bc3f9c8-d082-4b0d-8595-36681fa8f6ca,Research program options for owner check-in tokens,Research and identify programs that could be used for owner check-in at the front desk. Also consider creating tokens or welcome home certificates.,todo,medium,cbe54c49-ef5f-4bd8-bfbe-8e6e3e4407f8,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 20:08:53.383805,2025-08-29 20:08:53.383805,
95400202-9ae1-4c21-ba35-6e0197bcbda1,Order tokens online for owner check-in process,Procure tokens online which can be printed for use in the owner check-in process at the front desk.,todo,medium,cbe54c49-ef5f-4bd8-bfbe-8e6e3e4407f8,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 20:08:53.450309,2025-08-29 20:08:53.450309,
eaaee2ff-dad7-4555-8fa5-6189ea6bac94,Create backup welcome home certificates,Design and prepare welcome home certificates to be used as a backup if tokens are not ready in time for owner check-in process.,todo,high,cbe54c49-ef5f-4bd8-bfbe-8e6e3e4407f8,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 20:08:53.516811,2025-08-29 20:08:53.516811,
8bce0e31-8e97-48a6-a391-894d40135a62,Test Power Automate flow with SharePoint integration,Conduct tests on the Power Automate setup to ensure it accurately fetches and disseminates the latest updates from SharePoint to Teams channels or chats.,todo,high,cbe54c49-ef5f-4bd8-bfbe-8e6e3e4407f8,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-05 00:00:00,2025-08-29 20:08:53.583182,2025-08-29 20:08:53.583182,
47b2b444-c844-4ace-bca6-ccadb1a5933e,Create WOW chain construction paper slips,Hand each participant a slip of construction paper to write one way they can support WOW in their role and organize these to make a paper chain.,todo,medium,b5be87c9-a5c9-4234-a6a2-d03e68081f53,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-06 00:00:00,2025-08-30 14:21:36.01168,2025-08-30 14:21:36.01168,
774ea26f-b6a8-47c7-b4f1-2b3a44d97d4f,Follow up on Front Office WOW initiative,Focus 45-minute session on front office and discuss how they can enhance guest loyalty as part of the WOW initiative.,todo,high,b5be87c9-a5c9-4234-a6a2-d03e68081f53,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-06 00:00:00,2025-08-30 14:21:36.086373,2025-08-30 14:21:36.086373,
a9289421-a24e-4d86-885d-8ac533244e0b,Provide new description for presentation topic,Create a new description for the presentation on 'Elevating guest loyalty through personalized experience.',todo,medium,b5be87c9-a5c9-4234-a6a2-d03e68081f53,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-06 00:00:00,2025-08-30 14:21:36.163517,2025-08-30 14:21:36.163517,
122b1106-61a2-4af7-8afd-6d670f58969b,Identify opportunity areas at check-in,Determine two to three opportunity areas during check-in that different groups can improve upon for a successful WOW initiative.,todo,medium,b5be87c9-a5c9-4234-a6a2-d03e68081f53,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-06 00:00:00,2025-08-30 14:21:36.237864,2025-08-30 14:21:36.237864,
4c2d125e-dbd0-41f4-a3b4-97bbf3bfdd94,Investigate loyalty system accessibility for front desk,"Assess if the loyalty system's accessibility could be an issue for front desk staff, and determine if there is a need for them to access the loyalty console.",todo,medium,b5be87c9-a5c9-4234-a6a2-d03e68081f53,dde53e65-d861-4340-b0a6-3417e0e7b290,2025-09-06 00:00:00,2025-08-30 14:21:36.307657,2025-08-30 14:21:36.307657,
